dataset_name, cardinality, AVG area, AVG x, AVG y, num_vertices, E0, E2, E3, empty_cells 
gaussian_020.csv,19445,1.30E-06,1.47E-03,8.83E-04,4,1.555,1.423,1.397,0.983
gaussian_021.csv,28695,9.60E-07,1.08E-03,8.85E-04,4,1.455,1.426,1.398,0.981
gaussian_022.csv,13583,1.77E-06,1.22E-03,1.45E-03,4,1.535,1.418,1.279,0.984
gaussian_023.csv,27885,1.69E-06,1.30E-03,1.30E-03,4,1.59,1.586,1.395,0.982
gaussian_024.csv,19053,1.50E-06,1.42E-03,1.06E-03,4,1.559,1.421,1.393,0.983
gaussian_025.csv,15709,1.01E-06,1.28E-03,7.95E-04,4,1.35,1.418,1.39,0.984
parcel_001.csv,26514,3.77E-05,2.55E-03,2.54E-03,4,1.957,1.692,1.685,0.941
parcel_002.csv,11783,8.47E-05,4.57E-03,4.49E-03,4,1.957,1.936,1.718,0.941
parcel_003.csv,29130,3.43E-05,3.19E-03,3.23E-03,4,1.957,1.909,1.747,0.941
parcel_004.csv,24137,4.14E-05,2.87E-03,2.91E-03,4,1.957,1.906,1.739,0.941
parcel_005.csv,16883,5.91E-05,4.13E-03,4.14E-03,4,1.957,1.929,1.755,0.941
parcel_006.csv,13585,7.35E-05,3.35E-03,3.37E-03,4,1.957,1.922,1.7,0.941
parcel_007.csv,15821,6.31E-05,4.30E-03,4.28E-03,4,1.957,1.929,1.717,0.941
parcel_008.csv,22329,4.47E-05,3.28E-03,3.38E-03,4,1.957,1.905,1.743,0.941
parcel_009.csv,29975,3.33E-05,2.49E-03,2.44E-03,4,1.957,1.717,1.645,0.941
parcel_010.csv,21239,4.70E-05,3.40E-03,3.30E-03,4,1.957,1.915,1.743,0.941
parcel_011.csv,11214,8.90E-05,4.86E-03,4.83E-03,4,1.957,1.947,1.761,0.941
parcel_012.csv,12637,7.90E-05,3.91E-03,3.88E-03,4,1.957,1.941,1.713,0.941
parcel_013.csv,18457,5.41E-05,3.73E-03,3.68E-03,4,1.957,1.924,1.748,0.941
parcel_014.csv,21382,4.67E-05,3.04E-03,3.04E-03,4,1.957,1.9,1.697,0.941
parcel_015.csv,13243,7.54E-05,4.85E-03,4.88E-03,4,1.957,1.943,1.761,0.941
parcel_016.csv,27297,3.66E-05,2.79E-03,2.80E-03,4,1.957,1.781,1.684,0.941
parcel_017.csv,16332,6.11E-05,4.11E-03,4.14E-03,4,1.957,1.937,1.753,0.941
parcel_018.csv,13762,7.26E-05,4.28E-03,4.29E-03,4,1.957,1.943,1.803,0.941
parcel_019.csv,26323,3.79E-05,2.75E-03,2.76E-03,4,1.957,1.9,1.479,0.941
parcel_020.csv,26892,3.71E-05,2.63E-03,2.63E-03,4,1.957,1.713,1.616,0.941
parcel_021.csv,11341,8.81E-05,4.56E-03,4.51E-03,4,1.957,1.949,1.761,0.941
parcel_022.csv,16208,6.16E-05,3.84E-03,3.86E-03,4,1.957,1.928,1.772,0.941
parcel_023.csv,10050,9.93E-05,5.64E-03,5.65E-03,4,1.957,1.944,1.725,0.941
parcel_024.csv,25884,3.86E-05,2.86E-03,2.83E-03,4,1.957,1.885,1.72,0.941
parcel_025.csv,19452,5.14E-05,3.32E-03,3.32E-03,4,1.957,1.918,1.682,0.941
uniform_001.csv,26702,1.17E-06,1.16E-03,1.01E-03,4,1.551,1.698,1.71,0.957
uniform_002.csv,18156,8.98E-07,8.86E-04,1.01E-03,4,1.48,1.689,1.699,0.96
uniform_003.csv,19897,1.70E-06,1.26E-03,1.35E-03,4,1.48,1.691,1.701,0.958
uniform_004.csv,29267,1.26E-06,1.40E-03,9.01E-04,4,1.554,1.699,1.712,0.956
uniform_005.csv,15047,7.55E-07,8.30E-04,9.09E-04,4,1.479,1.684,1.692,0.961
uniform_006.csv,13056,1.96E-06,1.43E-03,1.37E-03,4,1.477,1.679,1.686,0.961
uniform_007.csv,29211,1.43E-06,1.49E-03,9.57E-04,4,1.554,1.698,1.711,0.956
uniform_008.csv,17742,7.00E-07,7.88E-04,8.88E-04,4,1.48,1.688,1.697,0.96
uniform_009.csv,15677,2.17E-06,1.46E-03,1.48E-03,4,1.48,1.689,1.697,0.959
uniform_010.csv,12948,1.55E-06,1.27E-03,1.22E-03,4,1.478,1.679,1.686,0.961
uniform_011.csv,11719,1.37E-06,1.48E-03,9.28E-04,4,1.476,1.673,1.679,0.962
uniform_012.csv,18214,1.28E-06,1.34E-03,9.58E-04,4,1.48,1.688,1.698,0.959
uniform_013.csv,13130,1.31E-06,1.48E-03,8.85E-04,4,1.478,1.682,1.688,0.961
uniform_014.csv,26692,1.18E-06,1.21E-03,9.75E-04,4,1.551,1.696,1.709,0.957
uniform_015.csv,18353,1.04E-06,7.66E-04,1.36E-03,4,1.479,1.69,1.699,0.959
uniform_016.csv,21481,1.04E-06,9.57E-04,1.08E-03,4,1.481,1.692,1.702,0.958
uniform_017.csv,18453,1.69E-06,1.18E-03,1.43E-03,4,1.481,1.692,1.702,0.959
uniform_018.csv,29023,1.43E-06,1.05E-03,1.36E-03,4,1.554,1.699,1.711,0.956
uniform_019.csv,22369,1.17E-06,9.23E-04,1.26E-03,4,1.48,1.697,1.707,0.958
uniform_020.csv,25865,1.33E-06,1.04E-03,1.28E-03,4,1.551,1.694,1.706,0.957
uniform_021.csv,14058,7.77E-07,1.03E-03,7.58E-04,4,1.478,1.682,1.69,0.961
uniform_022.csv,25428,1.14E-06,1.05E-03,1.08E-03,4,1.55,1.698,1.709,0.957
uniform_023.csv,14952,1.50E-06,1.42E-03,1.05E-03,4,1.479,1.682,1.691,0.96
uniform_024.csv,14871,1.26E-06,9.93E-04,1.27E-03,4,1.479,1.684,1.693,0.96
uniform_025.csv,14000,9.29E-07,8.57E-04,1.08E-03,4,1.479,1.679,1.687,0.961
