,dataset1,dataset2,result_size,dataset_name_x, cardinality_x, AVG area_x, AVG x_x, AVG y_x, num_vertices_x, E0_x, E2_x, E3_x, empty_cells _x,dataset_name_y, cardinality_y, AVG area_y, AVG x_y, AVG y_y, num_vertices_y, E0_y, E2_y, E3_y, empty_cells _y,bops,join_selectivity
12,Uniform_002.csv,Uniform_005.csv,1454,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,1375232.0,4.130762203753113e-06
13,Uniform_003.csv,Uniform_005.csv,2475,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,1543294.0,6.263080728787561e-06
14,Uniform_004.csv,Uniform_005.csv,1908,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,1383343.0,5.397123669131675e-06
15,Uniform_000.csv,Uniform_006.csv,1103,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,1369309.0,3.1489127880425865e-06
16,Uniform_001.csv,Uniform_006.csv,2994,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,2259654.0,5.170825276701672e-06
17,Uniform_002.csv,Uniform_006.csv,990,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,956604.0,4.045817452307883e-06
18,Uniform_003.csv,Uniform_006.csv,1773,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,1070826.0,6.4539685201260585e-06
19,Uniform_004.csv,Uniform_006.csv,1342,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,960814.0,5.460618245012798e-06
20,Uniform_005.csv,Uniform_006.csv,2649,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,2347518.0,4.410317742065959e-06
21,Uniform_000.csv,Uniform_007.csv,498,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,698699.0,2.7795113444918325e-06
22,Uniform_001.csv,Uniform_007.csv,1447,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,1157927.0,4.885742637202728e-06
23,Uniform_002.csv,Uniform_007.csv,409,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,488428.0,3.267746700894116e-06
24,Uniform_003.csv,Uniform_007.csv,751,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,547527.0,5.344560925034043e-06
25,Uniform_004.csv,Uniform_007.csv,656,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,491231.0,5.21851729768246e-06
26,Uniform_005.csv,Uniform_007.csv,1268,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,1200013.0,4.127253672546193e-06
27,Uniform_006.csv,Uniform_007.csv,828,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,834465.0,3.8768370448523074e-06
28,Uniform_000.csv,Uniform_008.csv,1023,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,892431.0,4.477639848378973e-06
29,Uniform_001.csv,Uniform_008.csv,2540,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,1473315.0,6.725586903310167e-06
30,Uniform_002.csv,Uniform_008.csv,814,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,623894.0,5.100161150055011e-06
31,Uniform_003.csv,Uniform_008.csv,1267,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,699217.0,7.071037281321335e-06
32,Uniform_004.csv,Uniform_008.csv,1083,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,627790.0,6.7562570051717366e-06
33,Uniform_005.csv,Uniform_008.csv,2279,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,1531061.0,5.817289152852405e-06
34,Uniform_006.csv,Uniform_008.csv,1451,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,1064108.0,5.327813811244376e-06
35,Uniform_007.csv,Uniform_008.csv,675,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,543378.0,4.84550881202079e-06
36,Uniform_000.csv,Uniform_009.csv,1482,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,1507546.0,3.8390018968088725e-06
37,Uniform_001.csv,Uniform_009.csv,3834,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,2494150.0,6.008211033695627e-06
38,Uniform_002.csv,Uniform_009.csv,1330,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,1052048.0,4.931825850925366e-06
39,Uniform_003.csv,Uniform_009.csv,2043,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,1182617.0,6.747944106544456e-06
40,Uniform_004.csv,Uniform_009.csv,1654,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,1058242.0,6.106745317411195e-06
41,Uniform_005.csv,Uniform_009.csv,3498,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,2584813.0,5.284364047181122e-06
42,Uniform_006.csv,Uniform_009.csv,2308,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,1794786.0,5.015497626896002e-06
43,Uniform_007.csv,Uniform_009.csv,1037,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,920096.0,4.4056599092255625e-06
44,Uniform_008.csv,Uniform_009.csv,1885,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,1172157.0,6.280265214433909e-06
45,Uniform_000.csv,Uniform_010.csv,1830,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,1782932.0,4.0082352544450084e-06
46,Uniform_001.csv,Uniform_010.csv,4745,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,2948364.0,6.287257932751924e-06
47,Uniform_002.csv,Uniform_010.csv,1567,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,1245224.0,4.913116689029657e-06
48,Uniform_003.csv,Uniform_010.csv,2443,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,1400220.0,6.822736012877304e-06
49,Uniform_004.csv,Uniform_010.csv,2012,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,1251584.0,6.281079206038372e-06
50,Uniform_005.csv,Uniform_010.csv,4274,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,3058401.0,5.4593310771811e-06
51,Uniform_006.csv,Uniform_010.csv,2838,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,2126888.0,5.2146192877015264e-06
52,Uniform_007.csv,Uniform_010.csv,1305,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,1088844.0,4.687860884462916e-06
53,Uniform_008.csv,Uniform_010.csv,2280,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,1384342.0,6.422934120708432e-06
54,Uniform_009.csv,Uniform_010.csv,3295,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,2344379.0,5.4935190813008814e-06
55,Uniform_000.csv,Uniform_011.csv,1202,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,1326346.0,3.541959522922687e-06
56,Uniform_001.csv,Uniform_011.csv,3109,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,2192007.0,5.542207670988711e-06
57,Uniform_002.csv,Uniform_011.csv,1073,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,925123.0,4.5261070006705855e-06
58,Uniform_003.csv,Uniform_011.csv,1683,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,1040501.0,6.323481161819844e-06
59,Uniform_004.csv,Uniform_011.csv,1264,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,929409.0,5.308726846805797e-06
60,Uniform_005.csv,Uniform_011.csv,2853,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,2270174.0,4.902794596012973e-06
61,Uniform_006.csv,Uniform_011.csv,1866,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,1580080.0,4.612738845133048e-06
62,Uniform_007.csv,Uniform_011.csv,812,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,807971.0,3.924255224203429e-06
63,Uniform_008.csv,Uniform_011.csv,1546,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,1030020.0,5.85929173912329e-06
64,Uniform_009.csv,Uniform_011.csv,2312,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,1743018.0,5.185851310876444e-06
65,Uniform_010.csv,Uniform_011.csv,2897,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,2059679.0,5.494304397716723e-06
66,Uniform_000.csv,Uniform_012.csv,1812,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,1845382.0,3.837966932839417e-06
67,Uniform_001.csv,Uniform_012.csv,4615,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,3048003.0,5.913405863047991e-06
68,Uniform_002.csv,Uniform_012.csv,1569,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,1287565.0,4.757205885897704e-06
69,Uniform_003.csv,Uniform_012.csv,2472,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,1444844.0,6.676125447292303e-06
70,Uniform_004.csv,Uniform_012.csv,2094,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,1292950.0,6.321554586560458e-06
71,Uniform_005.csv,Uniform_012.csv,4356,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,3160465.0,5.380637167938535e-06
72,Uniform_006.csv,Uniform_012.csv,2862,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,2197098.0,5.085349036929065e-06
73,Uniform_007.csv,Uniform_012.csv,1345,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,1124293.0,4.672264379826345e-06
74,Uniform_008.csv,Uniform_012.csv,2297,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,1433948.0,6.257495373430761e-06
75,Uniform_009.csv,Uniform_012.csv,3684,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,2423937.0,5.939580344464705e-06
76,Uniform_010.csv,Uniform_012.csv,4466,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,2867261.0,6.0881711023314575e-06
77,Uniform_011.csv,Uniform_012.csv,2919,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,2128568.0,5.3535176390813344e-06
78,Uniform_000.csv,Uniform_013.csv,2042,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,1997558.0,3.992446385286944e-06
79,Uniform_001.csv,Uniform_013.csv,5103,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,3301295.0,6.03575871590053e-06
80,Uniform_002.csv,Uniform_013.csv,1730,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,1397033.0,4.841895663725588e-06
81,Uniform_003.csv,Uniform_013.csv,2755,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,1567848.0,6.868121115504127e-06
82,Uniform_004.csv,Uniform_013.csv,2173,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,1405106.0,6.05546169218375e-06
83,Uniform_005.csv,Uniform_013.csv,4627,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,3425710.0,5.275767587184009e-06
84,Uniform_006.csv,Uniform_013.csv,3146,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,2380816.0,5.160005623717254e-06
85,Uniform_007.csv,Uniform_013.csv,1452,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,1217261.0,4.655990237350454e-06
86,Uniform_008.csv,Uniform_013.csv,2518,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,1554515.0,6.331922452930631e-06
87,Uniform_009.csv,Uniform_013.csv,3906,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,2623654.0,5.81311210686411e-06
88,Uniform_010.csv,Uniform_013.csv,4791,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,3100778.0,6.028851979059943e-06
