dataset_name, cardinality, AVG area, AVG x, AVG y, num_vertices, E0, E2, E3, empty_cells 
Uniform_074.csv,19233,9.94E-07,9.97E-04,9.98E-04,4,1.999,1.952,1.935,0.571
Uniform_075.csv,19948,1.59E-06,1.25E-03,1.28E-03,4,1.999,1.955,1.939,0.551
Uniform_076.csv,15509,1.66E-06,1.28E-03,1.30E-03,4,1.997,1.943,1.923,0.58
Uniform_077.csv,14984,1.36E-06,1.41E-03,9.67E-04,4,1.998,1.943,1.924,0.588
Uniform_078.csv,16685,1.68E-06,1.13E-03,1.49E-03,4,1.998,1.948,1.929,0.57
Uniform_079.csv,16751,1.34E-06,1.43E-03,9.36E-04,4,1.998,1.946,1.927,0.577
Uniform_080.csv,13908,1.19E-06,1.17E-03,1.01E-03,4,1.996,1.939,1.919,0.603
Uniform_081.csv,29101,1.11E-06,1.28E-03,8.72E-04,4,1.983,1.969,1.957,0.516
Uniform_082.csv,24320,1.13E-06,1.29E-03,8.80E-04,4,2,1.964,1.95,0.537
Uniform_083.csv,11087,1.69E-06,1.28E-03,1.32E-03,4,1.992,1.972,1.959,0.619
Uniform_084.csv,23631,8.38E-07,9.83E-04,8.53E-04,4,2,1.962,1.947,0.551
Uniform_085.csv,23286,1.16E-06,8.23E-04,1.41E-03,4,2,1.961,1.946,0.541
Uniform_086.csv,11985,1.17E-06,7.85E-04,1.49E-03,4,1.993,1.928,1.905,0.619
Uniform_087.csv,29830,6.93E-07,7.65E-04,9.07E-04,4,1.982,1.968,1.955,0.53
Uniform_088.csv,14421,1.57E-06,1.10E-03,1.43E-03,4,1.997,1.94,1.919,0.591
Uniform_089.csv,17939,1.19E-06,1.43E-03,8.30E-04,4,1.999,1.95,1.932,0.572
Uniform_090.csv,29860,1.03E-06,1.25E-03,8.21E-04,4,1.984,1.969,1.957,0.516
Uniform_091.csv,16664,1.06E-06,9.58E-04,1.10E-03,4,1.997,1.945,1.927,0.587
Uniform_092.csv,14016,1.42E-06,1.48E-03,9.59E-04,4,1.996,1.937,1.915,0.596
Uniform_093.csv,12599,1.11E-06,9.41E-04,1.18E-03,4,1.993,1.93,1.906,0.616
Uniform_094.csv,15957,1.37E-06,1.34E-03,1.03E-03,4,1.998,1.947,1.928,0.581
Uniform_095.csv,18696,1.05E-06,9.84E-04,1.06E-03,4,1.999,1.953,1.936,0.572
Uniform_096.csv,26178,1.28E-06,9.21E-04,1.39E-03,4,1.98,1.965,1.951,0.524
Uniform_097.csv,16231,1.48E-06,1.47E-03,1.01E-03,4,1.998,1.945,1.926,0.577
Uniform_098.csv,14693,1.60E-06,1.12E-03,1.43E-03,4,1.997,1.938,1.918,0.587
Uniform_099.csv,14393,2.05E-06,1.49E-03,1.37E-03,4,1.997,1.977,1.966,0.581
