dataset_name, cardinality, AVG area, AVG x, AVG y, num_vertices, E0, E2, E3, empty_cells 
gaussian_001.csv,28129,1.71E-06,1.14E-03,1.49E-03,4,1.665,1.588,1.552,0.803
gaussian_002.csv,22201,2.54E-06,1.47E-03,1.73E-03,4,1.61,1.585,1.546,0.807
gaussian_003.csv,27624,1.77E-06,1.50E-03,1.18E-03,4,1.596,1.587,1.551,0.804
gaussian_004.csv,17754,1.60E-06,1.58E-03,1.01E-03,4,1.538,1.579,1.54,0.83
gaussian_005.csv,15626,3.29E-06,1.65E-03,2.00E-03,4,1.6,1.59,1.6,0.822
gaussian_006.csv,26379,2.30E-06,1.19E-03,1.93E-03,4,1.612,1.588,1.551,0.801
gaussian_007.csv,19179,1.78E-06,1.28E-03,1.38E-03,4,1.562,1.58,1.543,0.825
gaussian_008.csv,29526,3.15E-06,1.59E-03,1.98E-03,4,1.651,1.587,1.55,0.786
gaussian_009.csv,26629,2.15E-06,1.18E-03,1.83E-03,4,1.613,1.586,1.549,0.8
gaussian_010.csv,29713,1.88E-06,1.79E-03,1.05E-03,4,1.618,1.587,1.549,0.799
gaussian_011.csv,20831,2.10E-06,1.62E-03,1.30E-03,4,1.625,1.582,1.544,0.816
gaussian_012.csv,24958,2.94E-06,1.79E-03,1.64E-03,4,1.631,1.584,1.547,0.798
gaussian_013.csv,14449,2.10E-06,1.77E-03,1.19E-03,4,1.541,1.575,1.536,0.835
gaussian_014.csv,17513,2.71E-06,1.41E-03,1.92E-03,4,1.627,1.58,1.541,0.819
gaussian_015.csv,25197,3.56E-06,1.97E-03,1.81E-03,4,1.647,1.586,1.549,0.795
gaussian_016.csv,13147,2.68E-06,1.85E-03,1.45E-03,4,1.559,1.57,1.536,0.839
gaussian_017.csv,11902,1.78E-06,1.12E-03,1.58E-03,4,1.575,1.571,1.533,0.848
gaussian_018.csv,20348,2.39E-06,1.58E-03,1.51E-03,4,1.603,1.584,1.546,0.813
gaussian_019.csv,17953,2.67E-06,1.55E-03,1.72E-03,4,1.618,1.583,1.545,0.821
gaussian_020.csv,15495,2.14E-06,1.76E-03,1.21E-03,4,1.551,1.579,1.54,0.832
gaussian_021.csv,25562,1.56E-06,1.24E-03,1.26E-03,4,1.579,1.583,1.545,0.808
gaussian_022.csv,19242,2.55E-06,1.59E-03,1.60E-03,4,1.621,1.577,1.539,0.818
gaussian_023.csv,21992,2.74E-06,1.65E-03,1.66E-03,4,1.617,1.585,1.546,0.806
gaussian_024.csv,17149,1.18E-06,1.03E-03,1.15E-03,4,1.51,1.579,1.541,0.836
gaussian_025.csv,21817,3.67E-06,1.90E-03,1.93E-03,4,1.641,1.583,1.544,0.8
gaussian_026.csv,16339,1.69E-06,1.48E-03,1.14E-03,4,1.597,1.577,1.538,0.832
gaussian_027.csv,22594,1.39E-06,1.33E-03,1.04E-03,4,1.558,1.584,1.633,0.82
gaussian_028.csv,28662,2.82E-06,1.93E-03,1.46E-03,4,1.659,1.587,1.55,0.791
gaussian_029.csv,10299,2.89E-06,1.64E-03,1.76E-03,4,1.53,1.567,1.579,0.848
gaussian_030.csv,14962,3.33E-06,1.78E-03,1.87E-03,4,1.61,1.587,1.569,0.825
gaussian_031.csv,15156,3.93E-06,1.98E-03,1.99E-03,4,1.612,1.603,1.601,0.822
gaussian_032.csv,22795,3.07E-06,1.93E-03,1.59E-03,4,1.631,1.588,1.55,0.805
gaussian_033.csv,14036,1.49E-06,1.46E-03,1.02E-03,4,1.513,1.573,1.533,0.844
gaussian_034.csv,11356,3.22E-06,1.82E-03,1.77E-03,4,1.583,1.5605,1.584,0.842
gaussian_035.csv,11611,1.18E-06,1.12E-03,1.06E-03,4,1.609,1.569,1.577,0.858
gaussian_036.csv,14275,1.96E-06,1.75E-03,1.12E-03,4,1.545,1.577,1.537,0.837
gaussian_037.csv,14930,2.24E-06,1.27E-03,1.77E-03,4,1.555,1.576,1.538,0.833
gaussian_038.csv,28690,2.36E-06,1.80E-03,1.31E-03,4,1.632,1.588,1.55,0.796
gaussian_039.csv,11655,2.66E-06,1.37E-03,1.93E-03,4,1.544,1.571,1.5275,0.841
gaussian_040.csv,23763,2.62E-06,1.32E-03,1.98E-03,4,1.623,1.586,1.548,0.802
uniform_001.csv,21804,2.61E-06,1.90E-03,1.38E-03,4,2,1.987,1.98,0.514
uniform_002.csv,13051,2.17E-06,1.31E-03,1.65E-03,4,1.995,1.977,1.966,0.592
uniform_003.csv,27093,2.51E-06,1.28E-03,1.96E-03,4,2,1.969,1.956,0.484
uniform_004.csv,23969,2.35E-06,1.97E-03,1.19E-03,4,2,1.965,1.952,0.506
uniform_005.csv,16828,1.59E-06,1.58E-03,1.00E-03,4,1.998,1.95,1.933,0.57
uniform_006.csv,13481,3.16E-06,1.64E-03,1.92E-03,4,1.996,1.978,1.968,0.572
uniform_007.csv,13664,1.50E-06,1.46E-03,1.03E-03,4,1.996,1.939,1.918,0.598
uniform_008.csv,25367,1.69E-06,1.43E-03,1.18E-03,4,2,1.965,1.95,0.517
uniform_009.csv,23224,1.75E-06,1.72E-03,1.01E-03,4,2,1.964,1.95,0.525
uniform_010.csv,14023,1.25E-06,1.08E-03,1.15E-03,4,1.996,1.942,1.921,0.599
uniform_011.csv,22444,2.79E-06,1.93E-03,1.44E-03,4,2,1.986,1.98,0.506
uniform_012.csv,10738,2.45E-06,1.36E-03,1.80E-03,4,1.991,1.972,1.96,0.611
uniform_013.csv,16946,1.33E-06,1.11E-03,1.20E-03,4,1.998,1.952,1.935,0.576
uniform_014.csv,21250,1.75E-06,1.64E-03,1.07E-03,4,2,1.96,1.945,0.537
uniform_015.csv,14686,2.15E-06,1.09E-03,1.97E-03,4,1.997,1.979,1.924,0.575
uniform_016.csv,13916,1.86E-06,1.83E-03,1.01E-03,4,1.997,1.978,1.969,0.586
uniform_017.csv,20976,1.63E-06,1.13E-03,1.44E-03,4,1.999,1.958,1.942,0.542
uniform_018.csv,29974,2.45E-06,1.82E-03,1.34E-03,4,2,1.969,1.957,0.473
uniform_019.csv,12982,2.56E-06,1.85E-03,1.39E-03,4,1.994,1.975,1.963,0.586
uniform_020.csv,25171,2.00E-06,1.17E-03,1.71E-03,4,2,1.966,1.952,0.508
uniform_021.csv,22147,3.19E-06,1.94E-03,1.65E-03,4,2,1.986,1.979,0.5
uniform_022.csv,14597,1.74E-06,1.30E-03,1.33E-03,4,1.998,1.944,1.924,0.585
uniform_023.csv,11029,2.94E-06,1.55E-03,1.89E-03,4,1.993,1.972,1.96,0.6
uniform_024.csv,15463,2.27E-06,1.89E-03,1.20E-03,4,1.998,1.979,1.97,0.566
uniform_025.csv,24879,3.42E-06,1.85E-03,1.85E-03,4,2,1.988,1.982,0.478
uniform_026.csv,20096,1.96E-06,1.77E-03,1.11E-03,4,1.999,1.958,1.942,0.54
uniform_027.csv,17051,1.99E-06,1.87E-03,1.07E-03,4,1.998,1.95,1.932,0.561
uniform_028.csv,14418,1.74E-06,1.11E-03,1.57E-03,4,1.996,1.941,1.921,0.587
uniform_029.csv,11773,2.74E-06,1.99E-03,1.38E-03,4,1.994,1.974,1.963,0.594
uniform_030.csv,24050,1.66E-06,1.51E-03,1.10E-03,4,2,1.963,1.949,0.524
uniform_031.csv,24419,2.36E-06,1.24E-03,1.90E-03,4,2,1.966,1.953,0.502
uniform_032.csv,20337,2.87E-06,1.59E-03,1.80E-03,4,2,1.983,1.975,0.52
uniform_033.csv,17160,1.69E-06,1.42E-03,1.19E-03,4,1.999,1.952,1.935,0.565
uniform_034.csv,20463,2.17E-06,1.80E-03,1.21E-03,4,1.999,1.958,1.941,0.532
uniform_035.csv,12074,1.74E-06,1.06E-03,1.64E-03,4,1.994,1.975,1.965,0.607
uniform_036.csv,14341,3.16E-06,1.90E-03,1.66E-03,4,1.998,1.977,1.967,0.563
uniform_037.csv,13368,1.99E-06,1.37E-03,1.45E-03,4,1.994,1.978,1.918,0.593
uniform_038.csv,14695,3.71E-06,1.94E-03,1.91E-03,4,1.998,1.98,1.971,0.55
uniform_039.csv,23282,3.66E-06,1.85E-03,1.97E-03,4,2,1.987,1.98,0.483
uniform_040.csv,18799,2.99E-06,1.94E-03,1.54E-03,4,1.999,1.983,1.975,0.529
