dataset_name, cardinality, AVG area, AVG x, AVG y, num_vertices, E0, E2, E3, empty_cells 
gaussian_011.csv,13549,1.05E-06,7.73E-04,1.36E-03,4,1.626,1.577,1.54,0.848
gaussian_012.csv,12108,1.27E-06,1.31E-03,9.66E-04,4,1.472,1.573,1.58,0.852
gaussian_013.csv,27677,1.73E-06,1.22E-03,1.42E-03,4,1.641,1.584,1.545,0.805
gaussian_014.csv,29682,1.37E-06,9.64E-04,1.42E-03,4,1.588,1.585,1.547,0.803
gaussian_015.csv,17259,7.89E-07,8.95E-04,8.82E-04,4,1.638,1.577,1.603,0.843
gaussian_016.csv,16164,1.07E-06,1.21E-03,8.81E-04,4,1.504,1.575,1.599,0.841
gaussian_017.csv,11878,1.50E-06,1.00E-03,1.49E-03,4,1.555,1.571,1.582,0.851
gaussian_018.csv,14732,2.08E-06,1.48E-03,1.40E-03,4,1.54,1.572,1.534,0.836
gaussian_019.csv,26412,1.58E-06,1.12E-03,1.41E-03,4,1.588,1.586,1.549,0.809
gaussian_020.csv,19445,1.30E-06,1.47E-03,8.83E-04,4,1.534,1.583,1.547,0.827
gaussian_021.csv,28695,9.60E-07,1.08E-03,8.85E-04,4,1.556,1.587,1.548,0.814
gaussian_022.csv,13583,1.77E-06,1.22E-03,1.45E-03,4,1.524,1.574,1.536,0.844
gaussian_023.csv,27885,1.69E-06,1.30E-03,1.30E-03,4,1.592,1.584,1.546,0.803
gaussian_024.csv,19053,1.50E-06,1.42E-03,1.06E-03,4,1.558,1.581,1.543,0.831
gaussian_025.csv,15709,1.01E-06,1.28E-03,7.95E-04,4,1.491,1.573,1.597,0.843
parcel_001.csv,26516,3.77E-05,2.55E-03,2.54E-03,3.999849,2,1.998,1.996,0
parcel_002.csv,11785,8.47E-05,4.57E-03,4.49E-03,3.999661,2,1.999,1.999,0
parcel_003.csv,29133,3.43E-05,3.19E-03,3.23E-03,3.999725,2,1.998,1.997,0
parcel_004.csv,24140,4.14E-05,2.87E-03,2.91E-03,3.999834,2,1.999,1.998,0
parcel_005.csv,16885,5.91E-05,4.13E-03,4.14E-03,3.999763,2,1.999,1.998,0
parcel_006.csv,13592,7.35E-05,3.34E-03,3.37E-03,3.999411,2,1.999,1.998,0
parcel_007.csv,15823,6.31E-05,4.30E-03,4.28E-03,3.999494,2,1.999,1.998,0
parcel_008.csv,22331,4.47E-05,3.28E-03,3.38E-03,3.999821,2,1.999,1.997,0
parcel_009.csv,29985,3.33E-05,2.49E-03,2.44E-03,3.999733,2,1.997,1.984,0
parcel_010.csv,21241,4.70E-05,3.40E-03,3.30E-03,3.999812,2,1.999,1.998,0
parcel_011.csv,11217,8.90E-05,4.86E-03,4.83E-03,3.999643,2,1.999,1.999,0
parcel_012.csv,12639,7.90E-05,3.91E-03,3.88E-03,3.999683,2,1.999,1.999,0
parcel_013.csv,18459,5.41E-05,3.73E-03,3.68E-03,3.999783,2,1.999,1.998,0
parcel_014.csv,21384,4.67E-05,3.04E-03,3.04E-03,3.999813,2,1.999,1.997,0
parcel_015.csv,13245,7.54E-05,4.85E-03,4.88E-03,3.999698,2,1.999,1.999,0
parcel_016.csv,27299,3.66E-05,2.79E-03,2.80E-03,3.999853,2,1.998,1.996,0
parcel_017.csv,16334,6.11E-05,4.11E-03,4.14E-03,3.99951,2,1.999,1.998,0
parcel_018.csv,13764,7.26E-05,4.28E-03,4.29E-03,3.999709,2,1.999,1.999,0
parcel_019.csv,26325,3.79E-05,2.75E-03,2.76E-03,3.999696,2,1.999,1.997,0
parcel_020.csv,26895,3.71E-05,2.63E-03,2.63E-03,3.999851,2,1.999,1.998,0
parcel_021.csv,11348,8.81E-05,4.56E-03,4.51E-03,3.999295,2,1.999,1.999,0
parcel_022.csv,16210,6.16E-05,3.84E-03,3.86E-03,3.999753,2,1.999,1.998,0
parcel_023.csv,10052,9.93E-05,5.64E-03,5.65E-03,3.999602,2,1.999,1.999,0
parcel_024.csv,25886,3.86E-05,2.86E-03,2.83E-03,3.999845,2,1.998,1.997,0
parcel_025.csv,19454,5.14E-05,3.32E-03,3.32E-03,3.999794,2,1.999,1.998,0
uniform_001.csv,26702,1.17E-06,1.16E-03,1.01E-03,4,2,1.967,1.954,0.524
uniform_002.csv,18156,8.98E-07,8.86E-04,1.01E-03,4,1.999,1.951,1.933,0.579
uniform_003.csv,19897,1.70E-06,1.26E-03,1.35E-03,4,1.999,1.955,1.939,0.548
uniform_004.csv,29267,1.26E-06,1.40E-03,9.01E-04,4,2,1.969,1.957,0.509
uniform_005.csv,15047,7.55E-07,8.30E-04,9.09E-04,4,1.996,1.94,1.92,0.606
uniform_006.csv,13056,1.96E-06,1.43E-03,1.37E-03,4,1.996,1.972,1.96,0.595
uniform_007.csv,29211,1.43E-06,1.49E-03,9.57E-04,4,2,1.968,1.956,0.504
uniform_008.csv,17742,7.00E-07,7.88E-04,8.88E-04,4,1.998,1.948,1.929,0.589
uniform_009.csv,15677,2.17E-06,1.46E-03,1.48E-03,4,1.998,1.981,1.972,0.569
uniform_010.csv,12948,1.55E-06,1.27E-03,1.22E-03,4,1.995,1.975,1.912,0.604
uniform_011.csv,11719,1.37E-06,1.48E-03,9.28E-04,4,1.993,1.928,1.961,0.618
uniform_012.csv,18214,1.28E-06,1.34E-03,9.58E-04,4,1.999,1.95,1.931,0.568
uniform_013.csv,13130,1.31E-06,1.48E-03,8.85E-04,4,1.995,1.934,1.91,0.606
uniform_014.csv,26692,1.18E-06,1.21E-03,9.75E-04,4,2,1.966,1.953,0.525
uniform_015.csv,18353,1.04E-06,7.66E-04,1.36E-03,4,1.999,1.953,1.935,0.573
uniform_016.csv,21481,1.04E-06,9.57E-04,1.08E-03,4,1.999,1.958,1.943,0.556
uniform_017.csv,18453,1.69E-06,1.18E-03,1.43E-03,4,1.999,1.953,1.935,0.557
uniform_018.csv,29023,1.43E-06,1.05E-03,1.36E-03,4,2,1.968,1.955,0.506
uniform_019.csv,22369,1.17E-06,9.23E-04,1.26E-03,4,2,1.959,1.943,0.546
uniform_020.csv,25865,1.33E-06,1.04E-03,1.28E-03,4,2,1.965,1.951,0.525
uniform_021.csv,14058,7.77E-07,1.03E-03,7.58E-04,4,1.996,1.936,1.914,0.611
uniform_022.csv,25428,1.14E-06,1.05E-03,1.08E-03,4,2,1.964,1.949,0.533
uniform_023.csv,14952,1.50E-06,1.42E-03,1.05E-03,4,1.997,1.942,1.968,0.587
uniform_024.csv,14871,1.26E-06,9.93E-04,1.27E-03,4,1.996,1.942,1.922,0.593
uniform_025.csv,14000,9.29E-07,8.57E-04,1.08E-03,4,1.996,1.939,1.918,0.607
